교재,레벨,구간,Chapter,영어,뜻,,
T-map,Inter,B4-B6,11,height,높이,,
T-map,Inter,B4-B6,11,I’ll cross my fingers for you.,행운을 빌어,,
T-map,Inter,B4-B6,11,I’m worried about,나는 ~이 걱정돼,,
T-map,Inter,B4-B6,11,impressive,인상적인,,
T-map,Inter,B4-B6,11,interest,관심,,
T-map,Inter,B4-B6,11,interior design,실내 장식,,
T-map,Inter,B4-B6,11,jealous,질투하는,,
T-map,Inter,B4-B6,11,length,길이,,
T-map,Inter,B4-B6,11,look for,~을 찾다,,
T-map,Inter,B4-B6,11,make up for,~을 만회하다,,
T-map,Inter,B4-B6,11,mankind,인류,,
T-map,Inter,B4-B6,11,option,선택 (사항),,
T-map,Inter,B4-B6,11,persuade,설득하다,,
T-map,Inter,B4-B6,11,purchase,구입,,
T-map,Inter,B4-B6,11,qualification,"자질, 자격",,
T-map,Inter,B4-B6,11,resident,주민,,
T-map,Inter,B4-B6,11,skyscraper,고층 건물,,
T-map,Inter,B4-B6,11,structure,구조물,,
T-map,Inter,B4-B6,11,symbolize,상징하다,,
T-map,Inter,B4-B6,11,Thanks for reminding me.,상기시켜줘서 고마워,,
T-map,Inter,B4-B6,11,That’s incredible!,굉장한데!,,
T-map,Inter,B4-B6,11,token,"표시, 징표",,
T-map,Inter,B4-B6,11,unity,"통합, 통일",,
T-map,Inter,B4-B6,11,upward,위쪽으로,,
T-map,Inter,B4-B6,11,valuable,귀중한,,
T-map,Inter,B4-B6,12,affect,영향을 미치다,,
T-map,Inter,B4-B6,12,Are you looking forward to ~?,너는 ~을 기대하고 있니?,,
T-map,Inter,B4-B6,12,at all times,항상,,
T-map,Inter,B4-B6,12,cage,(짐승의) 우리,,
T-map,Inter,B4-B6,12,carve off,~을 깎아 내다,,
T-map,Inter,B4-B6,12,collector,수집가,,
T-map,Inter,B4-B6,12,craftsmanship,"(장인의) 솜씨, 손재주",,
T-map,Inter,B4-B6,12,determine,결정하다,,
T-map,Inter,B4-B6,12,drag,끌고 가다,,
T-map,Inter,B4-B6,12,dry,건조시키다,,
T-map,Inter,B4-B6,12,exposure,노출,,
T-map,Inter,B4-B6,12,factor,요인,,
T-map,Inter,B4-B6,12,fine,(품질이) 좋은,,
T-map,Inter,B4-B6,12,generally,"대개, 일반적으로",,
T-map,Inter,B4-B6,12,get tanned,선탠을 하다,,
T-map,Inter,B4-B6,12,grab,움켜잡다,,
T-map,Inter,B4-B6,12,I appreciate your help.,도와주셔서 감사합니다,,
T-map,Inter,B4-B6,12,incident,"사건, 일",,
T-map,Inter,B4-B6,12,"Just a minute, please.",잠시만 기다려주세요,,
T-map,Inter,B4-B6,12,latest,최신의,,
T-map,Inter,B4-B6,12,leave,남겨 두다,,
T-map,Inter,B4-B6,12,life jacket,구명조끼,,
T-map,Inter,B4-B6,12,maintain,유지하다,,
T-map,Inter,B4-B6,12,musical instrument,악기,,
T-map,Inter,B4-B6,12,necessary,"필요한, 필수적인",,
T-map,Inter,B4-B6,12,No way!,말도 안 돼!,,
T-map,Inter,B4-B6,12,particular,특정한,,
T-map,Inter,B4-B6,12,performance,성능,,
T-map,Inter,B4-B6,12,place an order,주문하다,,
T-map,Inter,B4-B6,12,popularity,인기,,
T-map,Inter,B4-B6,12,purchase,구입하다,,
T-map,Inter,B4-B6,12,quality,(품)질,,
T-map,Inter,B4-B6,12,regret,후회하다,,
T-map,Inter,B4-B6,12,select,선택하다,,
T-map,Inter,B4-B6,12,shape,(어떤) 모양으로 만들다,,
T-map,Inter,B4-B6,12,single,하나의,,
T-map,Inter,B4-B6,12,spend A on B,A를 B에 쓰다,,
T-map,Inter,B4-B6,12,trend,"유행, 동향",,
T-map,Inter,B4-B6,12,unbelievable,믿을 수 없는,,
T-map,Inter,B4-B6,12,worth,(~의) 가치가 있는,,
T-map,Starter Basic,A1-A3,1,album,앨범,,
T-map,Starter Basic,A1-A3,1,always,항상,,
T-map,Starter Basic,A1-A3,1,be full of,~으로 가득 차다,,
T-map,Starter Basic,A1-A3,1,bottom,"아래, 바닥",,
T-map,Starter Basic,A1-A3,1,carry,가지고 다니다,,
T-map,Starter Basic,A1-A3,1,class president,반장,,
T-map,Starter Basic,A1-A3,1,each other,서로,,
T-map,Starter Basic,A1-A3,1,elementary school,초등학교,,
T-map,Starter Basic,A1-A3,1,fast,빠르게,,
T-map,Starter Basic,A1-A3,1,flat,납작한,,
T-map,Starter Basic,A1-A3,1,grandparent,조부모,,
T-map,Starter Basic,A1-A3,1,handle,손잡이,,
T-map,Starter Basic,A1-A3,1,have fun,재미있게 놀다,,
T-map,Starter Basic,A1-A3,1,heavy,무거운,,
T-map,Starter Basic,A1-A3,1,homeroom teacher,담임 선생님,,
T-map,Starter Basic,A1-A3,1,island,섬,,
T-map,Starter Basic,A1-A3,1,kitchen,부엌,,
T-map,Starter Basic,A1-A3,1,like,~와 같이,,
T-map,Starter Basic,A1-A3,1,measure,측정하다,,
T-map,Starter Basic,A1-A3,1,memory,추억,,
T-map,Starter Basic,A1-A3,1,miss,그리워하다,,
T-map,Starter Basic,A1-A3,1,move,이사하다,,
T-map,Starter Basic,A1-A3,1,near,~에서 가까이,,
T-map,Starter Basic,A1-A3,1,need,필요로 하다,,
T-map,Starter Basic,A1-A3,1,not ~ at all,전혀 ~하지 않다,,
T-map,Starter Basic,A1-A3,1,perfect,꼭 알맞은,,
T-map,Starter Basic,A1-A3,1,pick up,들어올리다,,
T-map,Starter Basic,A1-A3,1,present,선물,,
T-map,Starter Basic,A1-A3,1,really,정말로,,
T-map,Starter Basic,A1-A3,1,sharp,날카로운,,
T-map,Starter Basic,A1-A3,1,slowly,천천히,,
T-map,Starter Basic,A1-A3,1,smartphone,스마트폰,,
T-map,Starter Basic,A1-A3,1,still,여전히,,
T-map,Starter Basic,A1-A3,1,straight,"곧은, 똑바른",,
T-map,Starter Basic,A1-A3,1,student,학생,,
T-map,Starter Basic,A1-A3,1,take a picture,사진을 찍다,,
T-map,Starter Basic,A1-A3,1,thick,두꺼운,,
T-map,Starter Basic,A1-A3,1,treasure,보물,,
T-map,Starter Basic,A1-A3,1,usually,보통,,
T-map,Starter Basic,A1-A3,1,wheel,바퀴,,
T-map,Starter Basic,A1-A3,2,all day long,온종일,,
T-map,Starter Basic,A1-A3,2,asleep,잠이 든,,
T-map,Starter Basic,A1-A3,2,avoid,피하다,,
T-map,Starter Basic,A1-A3,2,cancer,암,,
T-map,Starter Basic,A1-A3,2,careful,조심하는,,
T-map,Starter Basic,A1-A3,2,cause,초래하다,,
T-map,Starter Basic,A1-A3,2,comfortable,편안한,,
T-map,Starter Basic,A1-A3,2,complain,불평하다,,
T-map,Starter Basic,A1-A3,2,cross,건너다,,
T-map,Starter Basic,A1-A3,2,crosswalk,횡단보도,,
T-map,Starter Basic,A1-A3,2,dangerous,위험한,,
T-map,Starter Basic,A1-A3,2,different,다양한,,
T-map,Starter Basic,A1-A3,2,disease,질병,,
T-map,Starter Basic,A1-A3,2,even,심지어 ~도,,
T-map,Starter Basic,A1-A3,2,field trip,현장 학습,,
T-map,Starter Basic,A1-A3,2,for example,예를 들어,,
T-map,Starter Basic,A1-A3,2,gain,(무게가) 늘다,,
T-map,Starter Basic,A1-A3,2,health,건강,,
T-map,Starter Basic,A1-A3,2,humid,습한,,
T-map,Starter Basic,A1-A3,2,hunger,배고픔,,
T-map,Starter Basic,A1-A3,2,nutrient,영양분,,
T-map,Starter Basic,A1-A3,2,only,단지,,
T-map,Starter Basic,A1-A3,2,problem,문제,,
T-map,Starter Basic,A1-A3,2,raincoat,비옷,,
T-map,Starter Basic,A1-A3,2,rainy,비가 많이 오는,,
T-map,Starter Basic,A1-A3,2,ride,타기,,
T-map,Starter Basic,A1-A3,2,slippery,미끄러운,,
T-map,Starter Basic,A1-A3,2,snowy,눈이 많이 내리는,,
T-map,Starter Basic,A1-A3,2,so,그래서,,
T-map,Starter Basic,A1-A3,2,sound like,~처럼 들리다,,
T-map,Starter Basic,A1-A3,2,sunshine,햇빛,,
T-map,Starter Basic,A1-A3,2,surely,확실히,,
T-map,Starter Basic,A1-A3,2,taste,맛,,
T-map,Starter Basic,A1-A3,2,therefore,그러므로,,
T-map,Starter Basic,A1-A3,2,traveler,여행자,,
T-map,Starter Basic,A1-A3,2,umbrella,우산,,
T-map,Starter Basic,A1-A3,2,weather forecast,일기 예보,,
T-map,Starter Basic,A1-A3,2,weather report,일기 예보,,
T-map,Starter Basic,A1-A3,2,weight,체중,,
T-map,Starter Basic,A1-A3,2,wrinkle,주름,,
T-map,Starter Basic,A1-A3,3,about,대략,,
T-map,Starter Basic,A1-A3,3,all over,곳곳에,,
T-map,Starter Basic,A1-A3,3,already,이미,,
T-map,Starter Basic,A1-A3,3,amazing,놀라운,,
T-map,Starter Basic,A1-A3,3,answer the phone,전화를 받다,,
T-map,Starter Basic,A1-A3,3,arrive,도착하다,,
T-map,Starter Basic,A1-A3,3,beginner,초보자,,
T-map,Starter Basic,A1-A3,3,camel,낙타,,
T-map,Starter Basic,A1-A3,3,change,갈아타다,,
T-map,Starter Basic,A1-A3,3,colorful,형형색색의,,
T-map,Starter Basic,A1-A3,3,death,죽음,,
T-map,Starter Basic,A1-A3,3,excellent,훌륭한,,
T-map,Starter Basic,A1-A3,3,exercise,운동하다,,
T-map,Starter Basic,A1-A3,3,feel sorry for,~을 안쓰럽게 여기다,,
T-map,Starter Basic,A1-A3,3,go on a tour,관광을 가다,,
T-map,Starter Basic,A1-A3,3,golden,금으로 만든,,
T-map,Starter Basic,A1-A3,3,guide,안내원,,
T-map,Starter Basic,A1-A3,3,have a look,살펴보다,,
T-map,Starter Basic,A1-A3,3,have to,~해야 한다,,
T-map,Starter Basic,A1-A3,3,healthy,건강에 좋은,,
T-map,Starter Basic,A1-A3,3,helpful,도움이 되는,,
T-map,Starter Basic,A1-A3,3,history,역사,,
T-map,Starter Basic,A1-A3,3,invite,초대하다,,
T-map,Starter Basic,A1-A3,3,item,품목,,
T-map,Starter Basic,A1-A3,3,museum,박물관,,
T-map,Starter Basic,A1-A3,3,open,개장하다,,
T-map,Starter Basic,A1-A3,3,plane,비행기,,
T-map,Starter Basic,A1-A3,3,prepare,준비하다,,
T-map,Starter Basic,A1-A3,3,presentation,발표,,
T-map,Starter Basic,A1-A3,3,pyramid,피라미드,,
T-map,Starter Basic,A1-A3,3,regularly,규칙적으로,,
T-map,Starter Basic,A1-A3,3,remember,기억하다,,
T-map,Starter Basic,A1-A3,3,restaurant,음식점,,
T-map,Starter Basic,A1-A3,3,rough,거친,,
T-map,Starter Basic,A1-A3,3,site,유적,,
T-map,Starter Basic,A1-A3,3,tourist,관광객,,
T-map,Starter Basic,A1-A3,3,trip,여행,,
T-map,Starter Basic,A1-A3,3,understand,이해하다,,
T-map,Starter Basic,A1-A3,3,unique,독특한,,
T-map,Starter Basic,A1-A3,3,yesterday,어제,,
T-map,Starter Basic,A1-A3,4,accident,사고,,
T-map,Starter Basic,A1-A3,4,actually,사실은,,
T-map,Starter Basic,A1-A3,4,anymore,더 이상,,
T-map,Starter Basic,A1-A3,4,at that time,그때,,
T-map,Starter Basic,A1-A3,4,be good at,~을 잘하다,,
T-map,Starter Basic,A1-A3,4,because,~ 때문에,,
T-map,Starter Basic,A1-A3,4,boring,재미없는,,
T-map,Starter Basic,A1-A3,4,catch a cold,감기 들다,,
T-map,Starter Basic,A1-A3,4,club,동아리,,
T-map,Starter Basic,A1-A3,4,decide,결정하다,,
T-map,Starter Basic,A1-A3,4,design engineer,설계 기사,,
T-map,Starter Basic,A1-A3,4,difficult,어려운,,
T-map,Starter Basic,A1-A3,4,dot,점,,
T-map,Starter Basic,A1-A3,4,draw,그리다,,
T-map,Starter Basic,A1-A3,4,enjoy,즐기다,,
T-map,Starter Basic,A1-A3,4,favorite,가장 좋아하는,,
T-map,Starter Basic,A1-A3,4,feeling,생각,,
T-map,Starter Basic,A1-A3,4,fix,수리하다,,
T-map,Starter Basic,A1-A3,4,hate,몹시 싫어하다,,
T-map,Starter Basic,A1-A3,4,interesting,흥미로운,,
T-map,Starter Basic,A1-A3,4,job,직업,,
T-map,Starter Basic,A1-A3,4,lost and found,분실물 취급소,,
T-map,Starter Basic,A1-A3,4,of course,물론이지,,
T-map,Starter Basic,A1-A3,4,often,자주,,
T-map,Starter Basic,A1-A3,4,probably,아마,,
T-map,Starter Basic,A1-A3,4,purse,(작은) 지갑,,
T-map,Starter Basic,A1-A3,4,quite,아주,,
T-map,Starter Basic,A1-A3,4,regards,안부,,
T-map,Starter Basic,A1-A3,4,repair shop,수리점,,
T-map,Starter Basic,A1-A3,4,side,"옆, 측면",,
T-map,Starter Basic,A1-A3,4,slowly,서서히,,
T-map,Starter Basic,A1-A3,4,solve,(수학 문제 등을) 풀다,,
T-map,Starter Basic,A1-A3,4,stay,머무르다,,
T-map,Starter Basic,A1-A3,4,strap,끈,,
T-map,Starter Basic,A1-A3,4,stripe,줄무늬,,
T-map,Starter Basic,A1-A3,4,subway,지하철,,
T-map,Starter Basic,A1-A3,4,thanks to,~덕분에,,
T-map,Starter Basic,A1-A3,4,ugly,보기 싫은,,
T-map,Starter Basic,A1-A3,4,whale,고래,,
T-map,Starter Basic,A1-A3,4,wisdom,지혜,,
T-map,Starter Basic,A1-A3,5,adventure,모험,,
T-map,Starter Basic,A1-A3,5,animation,만화 영화,,
T-map,Starter Basic,A1-A3,5,at last,마침내,,
T-map,Starter Basic,A1-A3,5,beautiful,아름다운,,
T-map,Starter Basic,A1-A3,5,bright,밝은,,
T-map,Starter Basic,A1-A3,5,by mistake,실수로,,
T-map,Starter Basic,A1-A3,5,chef,요리사,,
T-map,Starter Basic,A1-A3,5,community center,지역 문화 회관,,
T-map,Starter Basic,A1-A3,5,correct,고치다,,
T-map,Starter Basic,A1-A3,5,end,끝,,
T-map,Starter Basic,A1-A3,5,enter,들어가다,,
T-map,Starter Basic,A1-A3,5,escape,탈출하다,,
T-map,Starter Basic,A1-A3,5,exactly,정확히,,
T-map,Starter Basic,A1-A3,5,fantasy,공상,,
T-map,Starter Basic,A1-A3,5,flat,평범한,,
T-map,Starter Basic,A1-A3,5,follow,따르다,,
T-map,Starter Basic,A1-A3,5,guitar,기타,,
T-map,Starter Basic,A1-A3,5,hometown,고향,,
T-map,Starter Basic,A1-A3,5,important,중요한,,
T-map,Starter Basic,A1-A3,5,lesson,교훈,,
T-map,Starter Basic,A1-A3,5,make a friend,친구를 사귀다,,
T-map,Starter Basic,A1-A3,5,mountain,산,,
T-map,Starter Basic,A1-A3,5,need,필요하다,,
T-map,Starter Basic,A1-A3,5,never,절대 ~ 않다,,
T-map,Starter Basic,A1-A3,5,owner,"주인, 소유자",,
T-map,Starter Basic,A1-A3,5,part,부분,,
T-map,Starter Basic,A1-A3,5,perform,공연하다,,
T-map,Starter Basic,A1-A3,5,play,연극,,
T-map,Starter Basic,A1-A3,5,practice,연습하다,,
T-map,Starter Basic,A1-A3,5,recommend,추천하다,,
T-map,Starter Basic,A1-A3,5,rest,휴식,,
T-map,Starter Basic,A1-A3,5,return,돌아가다,,
T-map,Starter Basic,A1-A3,5,review,논평,,
T-map,Starter Basic,A1-A3,5,road trip,장거리 자동차 여행,,
T-map,Starter Basic,A1-A3,5,run away,도망치다,,
T-map,Starter Basic,A1-A3,5,spoil,망치다,,
T-map,Starter Basic,A1-A3,5,surprise,놀라움,,
T-map,Starter Basic,A1-A3,5,the dead,죽은 자,,
T-map,Starter Basic,A1-A3,5,waste,낭비하다,,
T-map,Starter Basic,A1-A3,5,whole,모든,,
T-map,Starter Basic,A1-A3,6,almost,거의,,
T-map,Starter Basic,A1-A3,6,alone,혼자,,
T-map,Starter Basic,A1-A3,6,as usual,늘 그렇듯이,,
T-map,Starter Basic,A1-A3,6,at first,처음에는,,
T-map,Starter Basic,A1-A3,6,bush,덤불,,
T-map,Starter Basic,A1-A3,6,busy,바쁜,,
T-map,Starter Basic,A1-A3,6,concert,"콘서트, 연주회",,
T-map,Starter Basic,A1-A3,6,delicious,아주 맛있는,,
T-map,Starter Basic,A1-A3,6,direction,방향,,
T-map,Starter Basic,A1-A3,6,disappear,사라지다,,
T-map,Starter Basic,A1-A3,6,failure,실패,,
T-map,Starter Basic,A1-A3,6,familiar,익숙한,,
T-map,Starter Basic,A1-A3,6,feed,밥을 먹이다,,
T-map,Starter Basic,A1-A3,6,garden,정원,,
T-map,Starter Basic,A1-A3,6,get better,좋아지다,,
T-map,Starter Basic,A1-A3,6,happiness,행복,,
T-map,Starter Basic,A1-A3,6,healthy,건강한,,
T-map,Starter Basic,A1-A3,6,hear,듣다,,
T-map,Starter Basic,A1-A3,6,hurt,다친,,
T-map,Starter Basic,A1-A3,6,inside,~의 안으로,,
T-map,Starter Basic,A1-A3,6,instead of,~대신에,,
T-map,Starter Basic,A1-A3,6,kitten,새끼 고양이,,
T-map,Starter Basic,A1-A3,6,lie,눕다,,
T-map,Starter Basic,A1-A3,6,lonely,외로운,,
T-map,Starter Basic,A1-A3,6,lost,길을 잃은,,
T-map,Starter Basic,A1-A3,6,lovely,사랑스러운,,
T-map,Starter Basic,A1-A3,6,nearby,가까운 곳에,,
T-map,Starter Basic,A1-A3,6,outside,밖에서,,
T-map,Starter Basic,A1-A3,6,parking lot,주차장,,
T-map,Starter Basic,A1-A3,6,pass,건네주다,,
T-map,Starter Basic,A1-A3,6,pharmacy,약국,,
T-map,Starter Basic,A1-A3,6,playful,장난기 많은,,
T-map,Starter Basic,A1-A3,6,sick,아픈,,
T-map,Starter Basic,A1-A3,6,soon,"곧, 머지않아",,
T-map,Starter Basic,A1-A3,6,sound,소리,,
T-map,Starter Basic,A1-A3,6,take care of,~을 돌보다,,
T-map,Starter Basic,A1-A3,6,tiny,아주 작은,,
T-map,Starter Basic,A1-A3,6,trust,믿다,,
T-map,Starter Basic,A1-A3,6,weak,약한,,
T-map,Starter Basic,A1-A3,6,What's up?,무슨 일이야?,,
T-map,Starter Basic,A1-A3,7,alarm clock,자명종,,
T-map,Starter Basic,A1-A3,7,awesome,굉장한,,
T-map,Starter Basic,A1-A3,7,blood,피,,
T-map,Starter Basic,A1-A3,7,church,교회,,
T-map,Starter Basic,A1-A3,7,cook,"요리사, 요리하다",,
T-map,Starter Basic,A1-A3,7,crowd,관중,,
T-map,Starter Basic,A1-A3,7,different,각각 다른,,
T-map,Starter Basic,A1-A3,7,enter,출전하다,,
T-map,Starter Basic,A1-A3,7,essay,"에세이, 글",,
T-map,Starter Basic,A1-A3,7,family tree,가계도,,
T-map,Starter Basic,A1-A3,7,finally,마지막으로,,
T-map,Starter Basic,A1-A3,7,first,우선,,
T-map,Starter Basic,A1-A3,7,grandma,할머니,,
T-map,Starter Basic,A1-A3,7,grateful,고마워하는,,
T-map,Starter Basic,A1-A3,7,greet,"맞다, 환영하다",,
T-map,Starter Basic,A1-A3,7,happily,행복하게,,
T-map,Starter Basic,A1-A3,7,hard,열심히 하는,,
T-map,Starter Basic,A1-A3,7,hesitate,망설이다,,
T-map,Starter Basic,A1-A3,7,honey,꿀,,
T-map,Starter Basic,A1-A3,7,in front of,~ 앞에서,,
T-map,Starter Basic,A1-A3,7,in need,어려움에 처한,,
T-map,Starter Basic,A1-A3,7,insect,곤충,,
T-map,Starter Basic,A1-A3,7,joy,"즐거움, 기쁨",,
T-map,Starter Basic,A1-A3,7,maybe,어쩌면,,
T-map,Starter Basic,A1-A3,7,member,구성원,,
T-map,Starter Basic,A1-A3,7,nervous,불안해하는,,
T-map,Starter Basic,A1-A3,7,omelet,오믈렛,,
T-map,Starter Basic,A1-A3,7,oyster,굴,,
T-map,Starter Basic,A1-A3,7,performance,공연,,
T-map,Starter Basic,A1-A3,7,raw,익히지 않은,,
T-map,Starter Basic,A1-A3,7,reason,이유,,
T-map,Starter Basic,A1-A3,7,role model,모범이 되는 사람,,
T-map,Starter Basic,A1-A3,7,slippery,미끈거리는,,
T-map,Starter Basic,A1-A3,7,someday,언젠가,,
T-map,Starter Basic,A1-A3,7,special,특별한,,
T-map,Starter Basic,A1-A3,7,speech,말하기,,
T-map,Starter Basic,A1-A3,7,training,훈련,,
T-map,Starter Basic,A1-A3,7,try,먹어보다,,
T-map,Starter Basic,A1-A3,7,wake someone up,~을 깨우다,,
T-map,Starter Basic,A1-A3,7,way,"방식, 방법",,
T-map,Starter Basic,A1-A3,8,accept,받아 주다,,
T-map,Starter Basic,A1-A3,8,be interested in,~에 관심이 있다,,
T-map,Starter Basic,A1-A3,8,beach,해변,,
T-map,Starter Basic,A1-A3,8,bill,지폐,,
T-map,Starter Basic,A1-A3,8,blueberry,블루베리,,
T-map,Starter Basic,A1-A3,8,calm someone down,~을 진정시키다,,
T-map,Starter Basic,A1-A3,8,cash,현금,,
T-map,Starter Basic,A1-A3,8,completely,완전히,,
T-map,Starter Basic,A1-A3,8,control,조절하다,,
T-map,Starter Basic,A1-A3,8,disagree,동의하지 않다,,
T-map,Starter Basic,A1-A3,8,dive,(물 속으로) 뛰어들다,,
T-map,Starter Basic,A1-A3,8,excited,신이 난,,
T-map,Starter Basic,A1-A3,8,expensive,비싼,,
T-map,Starter Basic,A1-A3,8,germ,세균,,
T-map,Starter Basic,A1-A3,8,hamburger,햄버거,,
T-map,Starter Basic,A1-A3,8,harmful,해로운,,
T-map,Starter Basic,A1-A3,8,huge,거대한,,
T-map,Starter Basic,A1-A3,8,in the middle of,~의 한가운데서,,
T-map,Starter Basic,A1-A3,8,latest,최신의,,
T-map,Starter Basic,A1-A3,8,model,"모델, 디자인",,
T-map,Starter Basic,A1-A3,8,on sale,할인 중인,,
T-map,Starter Basic,A1-A3,8,order,주문하다,,
T-map,Starter Basic,A1-A3,8,organic,유기농의,,
T-map,Starter Basic,A1-A3,8,promise,약속하다,,
T-map,Starter Basic,A1-A3,8,quickly,빠르게,,
T-map,Starter Basic,A1-A3,8,reach,(손을 뻗어) 잡다,,
T-map,Starter Basic,A1-A3,8,rest area,휴게소,,
T-map,Starter Basic,A1-A3,8,right away,곧바로,,
T-map,Starter Basic,A1-A3,8,sink,가라앉다,,
T-map,Starter Basic,A1-A3,8,slice,조각,,
T-map,Starter Basic,A1-A3,8,stand,서다,,
T-map,Starter Basic,A1-A3,8,suddenly,갑자기,,
T-map,Starter Basic,A1-A3,8,swimsuit,수영복,,
T-map,Starter Basic,A1-A3,8,takeout,가지고 가는 음식,,
T-map,Starter Basic,A1-A3,8,terrible,형편없는,,
T-map,Starter Basic,A1-A3,8,thin,얇은,,
T-map,Starter Basic,A1-A3,8,toward,~을 향하여,,
T-map,Starter Basic,A1-A3,8,try,노력하다,,
T-map,Starter Basic,A1-A3,8,underwater,물속에,,
T-map,Starter Basic,A1-A3,8,wave,파도,,
T-map,Starter Basic,A1-A3,9,area,지역,,
T-map,Starter Basic,A1-A3,9,bamboo,대나무,,
T-map,Starter Basic,A1-A3,9,breakfast,아침 식사,,
T-map,Starter Basic,A1-A3,9,circle,동그라미,,
T-map,Starter Basic,A1-A3,9,cross,"건너다, 가로지르다",,
T-map,Starter Basic,A1-A3,9,cute,귀여운,,
T-map,Starter Basic,A1-A3,9,decorate,장식하다,,
T-map,Starter Basic,A1-A3,9,during,~ 동안,,
T-map,Starter Basic,A1-A3,9,energy,기운,,
T-map,Starter Basic,A1-A3,9,go online,온라인에 접속하다,,
T-map,Starter Basic,A1-A3,9,goat,염소,,
T-map,Starter Basic,A1-A3,9,ground,땅,,
T-map,Starter Basic,A1-A3,9,hike,도보 여행,,
T-map,Starter Basic,A1-A3,9,in fact,사실은,,
T-map,Starter Basic,A1-A3,9,jacket,재킷,,
T-map,Starter Basic,A1-A3,9,just,그저,,
T-map,Starter Basic,A1-A3,9,look great on,~에게 잘 어울리다,,
T-map,Starter Basic,A1-A3,9,make the bed,잠자리를 정돈하다,,
T-map,Starter Basic,A1-A3,9,move,이동하다,,
T-map,Starter Basic,A1-A3,9,nutrient,영양분,,
T-map,Starter Basic,A1-A3,9,panda,판다,,
T-map,Starter Basic,A1-A3,9,pattern,무늬,,
T-map,Starter Basic,A1-A3,9,pick,고르다,,
T-map,Starter Basic,A1-A3,9,plant,식물,,
T-map,Starter Basic,A1-A3,9,pocket,주머니,,
T-map,Starter Basic,A1-A3,9,popular,인기 있는,,
T-map,Starter Basic,A1-A3,9,season,"철, 시기",,
T-map,Starter Basic,A1-A3,9,simply,"단순히, 단지",,
T-map,Starter Basic,A1-A3,9,sold out,"매진된, 다 팔린",,
T-map,Starter Basic,A1-A3,9,sunset,일몰,,
T-map,Starter Basic,A1-A3,9,symbol,상징,,
T-map,Starter Basic,A1-A3,9,then,그러면,,
T-map,Starter Basic,A1-A3,9,therefore,그러므로,,
T-map,Starter Basic,A1-A3,9,tie,묶다,,
T-map,Starter Basic,A1-A3,9,try something on,~을 입어 보다,,
T-map,Starter Basic,A1-A3,9,type,종류,,
T-map,Starter Basic,A1-A3,9,vending machine,자판기,,
T-map,Starter Basic,A1-A3,9,warm,따뜻한,,
T-map,Starter Basic,A1-A3,9,work on,~에 애쓰다,,
T-map,Starter Basic,A1-A3,9,zoo,동물원,,
T-map,Starter Basic,A1-A3,10,above,~의 위에,,
T-map,Starter Basic,A1-A3,10,ask for,~을 요청하다,,
T-map,Starter Basic,A1-A3,10,believe,믿다,,
T-map,Starter Basic,A1-A3,10,bookshelf,책장,,
T-map,Starter Basic,A1-A3,10,build,형성하다,,
T-map,Starter Basic,A1-A3,10,choose,선택하다,,
T-map,Starter Basic,A1-A3,10,close,친한,,
T-map,Starter Basic,A1-A3,10,environment,환경,,
T-map,Starter Basic,A1-A3,10,episode,사건,,
T-map,Starter Basic,A1-A3,10,evening,저녁,,
T-map,Starter Basic,A1-A3,10,farming,농사,,
T-map,Starter Basic,A1-A3,10,film,촬영하다,,
T-map,Starter Basic,A1-A3,10,friendly,다정한,,
T-map,Starter Basic,A1-A3,10,hallway,복도,,
T-map,Starter Basic,A1-A3,10,help someone out,~을 도와주다,,
T-map,Starter Basic,A1-A3,10,hospital,병원,,
T-map,Starter Basic,A1-A3,10,hurt,손상을 주다,,
T-map,Starter Basic,A1-A3,10,in return,답례로,,
T-map,Starter Basic,A1-A3,10,listener,청취자,,
T-map,Starter Basic,A1-A3,10,local,현지의,,
T-map,Starter Basic,A1-A3,10,mail,우편물,,
T-map,Starter Basic,A1-A3,10,movie director,영화 감독,,
T-map,Starter Basic,A1-A3,10,neighbor,이웃,,
T-map,Starter Basic,A1-A3,10,neighborhood,이웃 사람들,,
T-map,Starter Basic,A1-A3,10,next door,옆집에,,
T-map,Starter Basic,A1-A3,10,park,주차하다,,
T-map,Starter Basic,A1-A3,10,pick up,~을 집다,,
T-map,Starter Basic,A1-A3,10,piece,조각,,
T-map,Starter Basic,A1-A3,10,put something in order,~을 정돈하다,,
T-map,Starter Basic,A1-A3,10,quietly,조용히,,
T-map,Starter Basic,A1-A3,10,right,바로,,
T-map,Starter Basic,A1-A3,10,say hello to,~에게 인사하다,,
T-map,Starter Basic,A1-A3,10,serious,심각한,,
T-map,Starter Basic,A1-A3,10,shelf,선반,,
T-map,Starter Basic,A1-A3,10,sometimes,때때로,,
T-map,Starter Basic,A1-A3,10,that way,그러면,,
T-map,Starter Basic,A1-A3,10,these days,요즘에는,,
T-map,Starter Basic,A1-A3,10,title,제목,,
T-map,Starter Basic,A1-A3,10,vacation,휴가,,
T-map,Starter Basic,A1-A3,10,wrong,잘못된,,
T-map,Starter Basic,A4-A6,1,bicycle,자전거,,
T-map,Starter Basic,A4-A6,1,building,"건축, 건물",,
T-map,Starter Basic,A4-A6,1,careful,조심하는,,
T-map,Starter Basic,A4-A6,1,club,동아리,,
T-map,Starter Basic,A4-A6,1,eagle,독수리,,
T-map,Starter Basic,A4-A6,1,environment,환경,,
